35.383333333333326 42.86666666666667 333.1833333333333
36.36666666666667 53.93333333333334 327.05
25.916666666666664 40.416666666666664 252.31666666666666
31.95 60.71666666666666 319.8
32.03333333333333 115.21666666666667 341.4
33.68333333333333 69.76666666666668 399.18333333333334
30.1 52.616666666666674 324.26666666666665
32.53333333333334 60.8 349.76666666666665
32.56666666666667 77.1 361.6
31.316666666666663 42.43333333333334 307.1333333333333
33.2 71.78333333333333 348.0833333333333
30.98333333333333 36.71666666666666 298.65000000000003
33.81666666666667 44.53333333333333 324.25
32.9 41.88333333333334 349.85
27.833333333333332 58.266666666666666 373.65
30.18333333333333 54.35 314.05
26.71666666666667 44.58333333333333 344.85
30.06666666666667 52.76666666666667 347.7333333333333
27.06666666666667 57.116666666666674 372.05
31.93333333333333 40.38333333333333 341.2666666666667
31.25 54.46666666666666 348.09999999999997
